"channel_id","title","description","custom_url","published_at","thumbnail","topic_id","keyword","banner","upload_list","total_view","subscriber","video_count","latest30_views","latest30_likes","latest30_comments","rank","participation_rate","activity_rate","avg_views","avg_likes","avg_comments","like_per_view","comment_per_view","channel_activity","channel_wordcloud"
"UC9qVIyKKwLRV00TL2MFQdzQ","제발돼라 PleaseBee","문의 : 인스타그램
https://www.instagram.com/pleasebeefly/

동물, 곤충들과 친구가 되는 과정을 담은 채널입니다. (모기 및 해충 제외)","@pleasebee","2013-03-03 10:53:23","https://yt3.ggpht.com/ytc/AGIKgqONNcDBBN0n7CThvW4HpurzMmcoF5joG0XHGVRM=s88-c-k-c0x00ffffff-no-rj","[46]","제발돼라 레인지 제발되라 말벌 호박벌 등검은말벌 호박이 수박이 벌키우기 말벌키우기 호박벌키우기 곤충키우기 ""please be"" 동물키우기 동물 RANGE bee wasp ""carpenter bee"" bumblebee ""the process of making friends"" watermelon pumppkin pleasebee ""please bee"" 동물친구 친구가되는과정","https://yt3.googleusercontent.com/gntwzFp188PlJREv4jjTH0mNW4wIHjBIXOR7F6NNr6oHyLAYfVZCgXKQBxvkCLUGbuyqdEK5wQ","UU9qVIyKKwLRV00TL2MFQdzQ","369309759","1310000","246","14405821","170852","16441","gold","1.3","36.66","480194","5695","548","1:84","1:876","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/68843898-90e1-4a85-fd79-b278bb56b600/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/0ae28c5d-af21-47f8-a443-57c66e35cf00/public"
"UCOv1v2iptqYMVEwLAIUOhPw","정브르","전 세계에 살아가는 다양한 이색동물들을 소개하고 있습니다! 자연속으로 함께 가시죠!

브르가 추천하는 이색동물샵 ☆곤충하모니☆
▶주소 : 경기도 성남시 분당구 야탑동 361-3번지 금탑프라자2층 
▶쇼핑몰 : www.insectharmony.net 
▶광고&문의 :korearnt888@naver.com
▶ 카카오톡 플러스 친구  : 곤충하모니
▶인스타그램 : jung_brre","@jung_brre","2015-12-26 09:56:52","https://yt3.ggpht.com/ytc/AGIKgqNLIFKFFFN-0p9LdKFH04Zn3E36hWQYCBWS5LWMRg=s88-c-k-c0x00ffffff-no-rj","[46, 50, 51]","","https://lh3.googleusercontent.com/FJHTC-iom9C_eT1OsWoTWqIjdd3FQhJnIFUZW4BwceDNyN8BKQLXdCa-penPLjcw_44xyDVx","UUOv1v2iptqYMVEwLAIUOhPw","692481354","1300000","1940","5784186","65199","4818","gold","1.21","14.83","192806","2173","160","1:88","1:1205","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/77a22d28-1b9a-487b-ea66-9488cbbdfd00/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/1a325be1-2e8a-48f4-1a50-2464fd81f200/public"
"UCOp66Vup07X0YziXaaxqs2A","haha ha","","@hahahayoutube","2015-10-12 10:02:40","https://yt3.ggpht.com/ytc/AGIKgqPu5x89LNCCc9lSn__XMw-Cj41ng1NQ4f7562UNnQ=s88-c-k-c0x00ffffff-no-rj","[46, 51]","동물 고양이 hahaha cat dog","https://lh3.googleusercontent.com/3ncoUHysjmhhFsOR-5G040GrXtBoZVrIPVVtDPWUZh5S50VyT_pMYaYZ2TxDL0SnokAISBUk-w","UUOp66Vup07X0YziXaaxqs2A","487154032","1210000","614","6758316","328891","20327","gold","5.17","18.62","225277","10963","677","1:20","1:332","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/bc0e962f-296f-4e88-0084-2a061cf95b00/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/7c7daa6a-96ab-49b1-9214-b860b6e41800/public"
"UCAhKKbDO9-ymWZ_7iAFLBQQ","KBS동물티비 : 애니멀포유 animal4u","KBS의 방대한, 동물 아카이브!

💛 어떤 동물을 좋아할지 몰라서... 모두 데려왔쨔나 💙

*인스타그램*
-링크: https://www.instagram.com/kbs_animal4u_/ 
-계정: kbs_animal4u_ 
-인스타그램에 '애니멀포유'를 검색하세요!
----------------------------------------------------------------------------------------------------------------------
This is KBS's vast animal archive!

💛 I didn't know what kind of animals you'd like... so I brought them all💙 (Yeah~!!)

*Instagram*
-URL: https://www.instagram.com/kbs_animal4u_/ 
-Account: kbs_animal4u_ 
-Or search for 'animal4u' on Instagram!","@animal4u","2018-08-14 07:32:08","https://yt3.ggpht.com/ytc/AGIKgqPSgNuybmm-X8EXAdTdz5EQzN5CEfh2BXmfcx-Ldw=s88-c-k-c0x00ffffff-no-rj","[40, 46, 51]","애니멀포유 animal animalforyou ""animal for you"" animal4u 애니멀 동물 KBS동물 단짝 주주클럽 강아지 고양이 ""강아지 구조"" ""고양이 구조"" ""동물 구조"" 유기견 유기묘 반려동물 코끼리 기린 너구리 원숭이 말티즈 동물다큐 포메라니안 비숑 개 냥냥이 펭귄 라쿤 ""동물 키우기"" ""개는 훌륭하다"" 개훌륭 강형욱 ""개는 훌륭하다"" 개훌륭 멧돼지 애니멀포유멧돼지 멧돼지할아버지 주주클럽 악어 멧돼지아저씨 애니멀스펀지 스펀지 kbs","https://yt3.googleusercontent.com/jxtXXLoV6AVEdm-rbASOy9EIGGO1wmPQFGaxPyhuAh7bVkvcF5toSIvGRcshlJ-MHJbtOJGWaw","UUAhKKbDO9-ymWZ_7iAFLBQQ","1044694030","1190000","3423","903638","12289","657","gold","1.43","2.53","30121","409","21","1:73","1:1434","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/f2b89c68-614b-42b2-8ca2-bd05a354a900/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/53dc8ec2-c376-4625-a2cf-1df3dd896900/public"
"UCD3CYe6XKcgYPyAALLh0oRg","Cheri Hyeri 체리 혜리","비지니스 문의 Business Inquiries : cherihyeri@gmail.com
Instagram : cherihyeri_94
FB: Hye Ri Kim

김혜리
한국외국어대학교 베트남어학과 졸업","@cherihyeri","2016-01-25 18:34:39","https://yt3.ggpht.com/ytc/AGIKgqMk394ziJthGeUQSpmnHVu0eZYBkdRn6Dj-o-x2jQ=s88-c-k-c0x00ffffff-no-rj","[46]","vietnam ""tieng Han"" ""Han Quoc"" ""Hoc tieng Han"" ""giao duc"" ""van hoa"" ""hàn quốc"" ""học tiếng hàn"" 베트남 베트남어","https://lh3.googleusercontent.com/JAHBrqat8JFRAe3YLR3wybA9D2g26Bhc5G8sT414FHCU5aEtiCgBq2nzqnuWzbQfMnt0yGexyg","UUD3CYe6XKcgYPyAALLh0oRg","172888441","1170000","467","1871900","55449","2211","gold","3.08","5.33","62396","1848","73","1:33","1:854","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/14248784-5f6d-4c51-de41-800fcac14300/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/457c9aab-9689-4209-5dca-d3abe3da6a00/public"
"UC-IYpdOqjkER7B6cnChwlhA","소녀의행성 Girlsplanet","🐇Profile
첫째💕 소녀 | 여아 | 래브라도 리트리버 | 17.02.23
둘째💕 행성 | 여아 | 포메라니안 | 17.10.25
셋째💕 우주 | 여아 | 웰시코기 | 18.5.26

소행성 팬 가입해주세요🍀 채널 운영에 큰 힘이 됩니다😆
https://www.youtube.com/channel/UC-IYpdOqjkER7B6cnChwlhA/join

소녀스타그램 놀러오세요♥
https://www.instagram.com/minhwa.g/


🐇광고문의
girlsplanet_@naver.com

🐶반려동물 입양은 신중하게 생각해주세요🐶","@girls_planet","2017-04-27 09:41:56","https://yt3.ggpht.com/rSGi__I-NFUL2QDvEicPSXZDKt0Hfsxs2w5aNKuneegZQQhVWKVSJXg2y099CS9jUxPDqo0Q6g=s88-c-k-c0x00ffffff-no-rj","[46, 51]","소녀의행성 강아지 dog 대형견 중현경 소형견 반려견 ""강아지 반응"" ""귀여운 강아지"" ""cute dog"" 리트리버 포메라니안 웰시코기 밤하느리 puppy ""강아지 브이로그"" 하울링 힐링영상 Retriever Pomeranian WelshCorgi cachorro Pomeranio レトリバー ポメラニアン ウェルシュ・コーギー 犬 собака ретривер вельш-корги Померанский ""cute dog"" ""dog reaction""","https://lh3.googleusercontent.com/wE0YIN0Ivy2-xH4CZ6cDiXB2wq_wyxqqbMZhDgV-dMgOaknYwaUDmpn8O0CStUL51AOwN0S-bTw","UU-IYpdOqjkER7B6cnChwlhA","418442158","1010000","576","5884209","173405","7159","gold","3.07","19.42","196140","5780","238","1:33","1:824","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/1d42979b-6b64-4c4c-bd8b-f611d6ddfe00/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/93f04d3c-094b-4538-4652-39987bc34d00/public"
"UCR92NUaE1Jn_Jzsm8qL-kZg","Haiyan","","@haiyandtv","2012-09-12 15:14:11","https://yt3.ggpht.com/ZqlE6_iMpI8AwQDx430xviYW6F1mVyMMG7lOPfNIZgtOviEiTV0JG4e50gDHW1BYuAqH_Htg=s88-c-k-c0x00ffffff-no-rj","[46, 51]","""High IQ dog""","","UUR92NUaE1Jn_Jzsm8qL-kZg","541115497","968000","185","8145634","115859","2383","silver","1.45","28.05","271521","3861","79","1:70","1:3436","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/b23990dd-cfa5-43fb-368d-211675c7e000/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/3641e20f-f43b-4914-0667-4cc47efab700/public"
"UC5AAf4_zZxk-mCl46TogZQQ","냥이아빠","고양이를 사랑하지만 정작 키우는건 고슴도치와 햄스터 그리고 미어캣인
냥이아빠입니다.
기타 문의는 joohyoungjoon4957@gmail.com

인스타그램 아이디: @meow_dady","@meow_dad","2018-03-20 14:05:31","https://yt3.ggpht.com/ytc/AGIKgqMHdBm0I5O2KS9OClmrnxtzkqBBRFzqJb3bYbRd=s88-c-k-c0x00ffffff-no-rj","[46]","냥이 고슴도치 햄스터 미어캣 집사","https://yt3.googleusercontent.com/A5j2fe1hhn38D8PG_rnH_OdcSAVyG5Dmh0TnkC-PwWGfpZ6_OhTG0ibucT87nXjmW6imzCn6Ig","UU5AAf4_zZxk-mCl46TogZQQ","416551099","918000","733","3998298","79212","4486","silver","2.09","14.52","133276","2640","149","1:50","1:894","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/acaed9b1-7652-40ac-04ed-19193f7f1000/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/ac714221-9783-4fe3-938a-252cf2b6f000/public"
"UCwl9OALh8IMwSv_kFdHlMDA","다흑","경기도 군포시 공단로 296   4층  이색동물 전문매장 더쥬
다흑에게 후원하기 ↓↓↓↓↓
                             괜찮습니다.


영상제보 및 출연요청 tktmaqjf12@naver.com
매장위치 : 경기도 군포시 공단로 296  4층
페이스북 :  https://www.facebook.com/profile.php?id=100003358359824
홈페이지 : https://xn--9m1b023b.com/
네이버카페 : http://cafe.naver.com/insectmaster/
인스타그램 : https://www.instagram.com/thezoo1201/?hl=ko","@thezoo_kr","2015-05-31 16:22:15","https://yt3.ggpht.com/ytc/AGIKgqPFq_I0f8kQp_2Iot84FMUQuVe_SOMpRW0kTYYPGw=s88-c-k-c0x00ffffff-no-rj","[46, 51]","더쥬 다정한흑형 파충류 양서류 절지류 애완동물 이색동물 희귀동물 곤충 사슴벌레 장수풍뎅이 도마뱀 타란튤라 다흑님 레오파드게코 강아지 냥이 고양이 집사 희귀동물","https://yt3.googleusercontent.com/xsTMswPPTOlKM5eA_lB9aZ-q_5wXFphtlVi8SRYRgnMSwB2u1fpRwh2srPHnAB9-CT0St8WyDmM","UUwl9OALh8IMwSv_kFdHlMDA","649029884","914000","2856","5453316","54809","5527","silver","1.11","19.89","181777","1826","184","1:99","1:987","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/196d2ba0-2380-4f6a-d4cd-a6ec366c5f00/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/b84cab87-995c-4cb2-a7ce-e0bd19820500/public"
"UCpCjTTLS9aZxdPrZfiRuaOQ","Enjoy Toys Shin","Welcome to the official Enjoy Toys Shin Channel on YouTube.

Enjoy Toys Shin is designed to engage children of all ages and abilities through curriculum-based media to help children learn and develop critical skills for lifelong learning.  
Enjoy Toys Shin supports children in developing their knowledge and problem-solving skills, along with supporting their creativity and imagination.

Enjoy Toys Shin mission is to use the educational power of media to help children of all ages and abilities reach their full potential.

Our platform supports the acceptance and celebration of all members of the community and invites them to engage with our non-violent, age appropriate, parent approved content that offers positive educational content.","@enjoytoysshin4440","2013-02-09 16:10:44","https://yt3.ggpht.com/ytc/AGIKgqOt-wx7sTR3qLU23PlMEGWyqZXLx4Xg1sbS5aB2cw=s88-c-k-c0x00ffffff-no-rj","[46, 50]","""Play and Education"" ""Wild animals"" insect ""Sea animals"" ""Fruits and Vegetables"" Entertainment","https://yt3.googleusercontent.com/r630RH9Mn24NDU8XsC6rNhY99wOUGEaZtUJT_9ivYDC0XxlfStcWpOncr22lg5WmscP_goJIOKA","UUpCjTTLS9aZxdPrZfiRuaOQ","369464650","829000","246","3018328","5912","0","silver","0.2","12.14","100610","197","0","1:510","","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/170c3b80-8f02-4efd-1549-f5f28a33c100/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/218137a1-a13d-416e-6025-57bae8725800/public"
"UCrf5zJvtOoZkIviA3IZNPGA","천재견 사월이sawol","안녕하세요 :)
천재견이 되기 위한 여정을 떠나는 사월이와
오빠 제제의 일상 채널입니다
오늘도 찾아주셔서 감사합니다 !

반려동물 용품 살 땐 제제몰 !
https://jejemall.kr
많은 관심 부탁드려요♥

ㅡ
▶Profile
이름 : 사월
성별 : 女
견종 : 스탠다드푸들
생년월일 : 2019년 4월 19일
특징 : 오빠바라기♥, 공바보
꿈 : 마당있는 집살기, 천재견(오빠욕심)
ㅡ
insta : 9je_je3
e-mail : s_end@naver.com","@sawol0419","2019-08-08 05:10:29","https://yt3.ggpht.com/ytc/AGIKgqPLKjCShWpLUQWiK-YE2MZ17sA-A0K5g2NL8aXhVg=s88-c-k-c0x00ffffff-no-rj","[46, 51]","스탠다드푸들 사월이 ""standard poodle"" poodle 스탠푸 대형견 푸들 토이푸들 사월이","https://yt3.googleusercontent.com/nTFf6qRt0qJHEpoXG7LUkjnQg9Sz92cBpwXT0e7Jc07LxbqsfIfXuK9K9Ld-g91k9ISH_zBTiw","UUrf5zJvtOoZkIviA3IZNPGA","218872453","814000","199","41760667","596102","19228","silver","1.47","171.01","1392022","19870","640","1:70","1:2175","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/a60d417f-6c52-4673-5aa4-038a29229b00/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/000dba89-cf7f-48a9-19f6-43de9954dd00/public"
"UCzjDgV-G8_J-iRbkYktqyGQ","속삭이는몽자","말괄량이 꼬마강아지 몽자의 유쾌한일상
+몽실이는 본가(부모님집)에서 살고있는 강아지에요

푸들강아지들과 함께 소소한일상을 즐겨볼래요?🤭

🤎몽자 2016년 4월생 여자아이
🤎몽실 2007년 4월생 여자아이

❗모든영상은 허가없이 변경,배포 불가합니다❗
영상공유는 유튜브 링크주소를 복사하여 이용해주세요

✉mongja5398@gmail.com","@mongja","2012-01-01 11:43:59","https://yt3.ggpht.com/ytc/AGIKgqN1KzQXgHfjES3T148nKv4kypNgveNRlb9tEJ5qeg=s88-c-k-c0x00ffffff-no-rj","[46, 51]","강아지 doggy 몽자 mongja 푸들 poodle","https://yt3.googleusercontent.com/OviJ1PwvKnF7nn8VLpIGpkh5p3QrFu0vnAyx6f8LuWpgHsEsFWuQ6uedvpW8fCri0cZ1Kbi3","UUzjDgV-G8_J-iRbkYktqyGQ","234435739","813000","554","7035809","172682","8294","silver","2.57","28.85","234526","5756","276","1:40","1:849","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/cfcdb354-930a-4a6f-f584-7a0e7ab2da00/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/94f8a61f-b0df-494d-70a2-95871e307b00/public"
"UCX2laRqGQhqoChYmlaUgOiw","솜이네 곰이탱이여우","매주 일요일 밤 9시 라이브 방송 놀러오시개!

  이름 : 곰이(Gom) (Shiba inu 柴犬)
  성별 : 여(female)
  생일 : 2015.07.01
  특징 : Yellow hair 노란털에 흰양말 시바견, 앙칼짐 
  별명 : 쪼꼬미 (쪼꼬만 꼼이)

  이름 : 탱이(Taeng) (Black tan Shiba inu 柴犬)
  성별 : 남(male)
  생일 : 2015.03.13
  특징 : Black hair 검정털에 황금양말 시바견, 가슴에 드래곤, 듬직하지만 개엄살
  별명 : 귀탱이 (너무 귀여운 탱이)

  이름 : 여우(Yeo woo) (White Shiba inu 柴犬)
  성별 : 여(female)
  생일 : 2018.10.04
  특징 : 하얀 털에 귀,등,꼬리 콩고물 묻음, 시바 같지 않고 강아지 같은 성격 
  별명 : fox(북극여우), 흰또(흰색 돌+I)

솜솜이
성별 : 여(female)
생일 : 2020.12.25
특징 : 모태 아기 시바집사
별명 : 솜회장님, 시바마스터

쏭이님 : 시바 커뮤니케이터, 시바 언어 마스터
솜이아빠(=쏭편) : 일꾼, 초보운전자

Ending Song provided by 미무
https://www.youtube.com/channel/UCDIL26BCA9FveHwMUmUUe1w

----------------------------------------------------------------------
시바견 곰이탱이 구독해주시바!
구독하기 : https://www.youtube.com/c/시바견곰이탱이?sub...
곰탱이팬카페 : http://cafe.naver.com/welovepetfamily
곰탱스타그램 : https://www.instagram.com/shiba_gomtaeng
곰탱 페이스북 : https://www.facebook.com/ShibaGomTaeng/


비즈니스 문의: movingbesut@naver.com","@shibas","2012-05-03 01:44:31","https://yt3.ggpht.com/2RgeWnXKsDVeyAfZtVmz-hsya7hFR-VggfoPcti3zTuK0lUvIToNTcOLKTt7WJt-G-jw-aNbQA=s88-c-k-c0x00ffffff-no-rj","[46, 51]","시바견 시바이누 강아지 귀여운 힐링 웃긴 반려견 반려동물 백시바 강아지먹방 일상 브이로그 펫튜버 펫튜브 dogs pets doggy shiba shibainu","https://yt3.googleusercontent.com/fbvBNmzJCrfphInzJFQkgtDSqq0Si_CJrbg2rq4K3VfXuETM7ngoCDNfyp5CP9-CNLUlpXNJrg","UUX2laRqGQhqoChYmlaUgOiw","517950186","779000","1746","2857174","72649","3511","silver","2.67","12.23","95239","2421","117","1:39","1:814","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/0e82932e-e654-4a7b-a44b-f2616f257900/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/df3ac603-58de-4386-c0c3-53fc24155f00/public"
"UCjIJwGB7Y4BwoyCYzobsnDg","Coco Klub","Coco Labrador Girl","@cocoklub","2018-07-27 06:43:00","https://yt3.ggpht.com/Ib3Nqt7QMfQ6_kd7eFxbW3rJQBsm7nb0oihtC8kkGQZ1cQVdNG6y2LetdkABhOq0OMGjWtl_6w=s88-c-k-c0x00ffffff-no-rj","[40, 46, 51]","labrador dog 래브라도 개 ラブラドール 犬","","UUjIJwGB7Y4BwoyCYzobsnDg","208777","722000","124","68754","2072","160","silver","3.25","0.32","2291","69","5","1:33","1:458","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/d4ec9247-319f-4986-e17f-c9643e4dfe00/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/2420ddd8-8922-4b1b-0d1d-1c0901b30b00/public"
"UChz95FXbJk3No_QhAOCoiFA","힐링해요 동물의 짤","'웃어봐요 동물의 짤' 서브채널

제 채널은 수익 창출 기능을 이용하고 있지 않습니다.
따라서, 모든 애드센스 광고 수익은 원저작권자들에게 지급됩니다.
문의 사항이 있으시면 언제든지 메일 주세요. 

My channel is not using a monetization feature. 
Therefore, all of adsense advertising revenue in my channel goes to copyright owners. 
Please send me an email if you have any questions (e.g. request to remove the clip you own).
Thank you. 

animalzzal@gmail.com
광고/홍보 문의 : https://open.kakao.com/o/sA04XASc","@healingzzal","2021-01-25 12:27:11.920528","https://yt3.ggpht.com/ytc/AGIKgqMi-2j9sZ2oD5kKz27idQdYEpO5bqRgCItRKR3E=s88-c-k-c0x00ffffff-no-rj","[40, 46, 51]","밈 짤 동물 강아지 고양이 유머 예능 동물짤 쇼츠 shorts 반려동물","","UUhz95FXbJk3No_QhAOCoiFA","519789422","714000","111","162653762","6650559","15866","silver","4.1","759.35","5421792","221685","528","1:24","1:10268","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/e27e50e3-6a17-467e-069a-13c83b123700/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/66ad1b4c-fb1c-49a7-36c2-d2e8aa891400/public"
"UCgsgpELbaTiGjCHIjHVF8uQ","TV생물도감","신기한 생물사육, 채집! 생물의 모든것을 다루는 TV생물도감입니다



ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ

제보 및 비지니스 관련문의: saengdotv@gmail.com


시작일: 2018.12.14","@tv.seangdo","2014-01-11 08:33:41","https://yt3.ggpht.com/ytc/AGIKgqMeMpo--Cg2a3Snks9ROdBzjDO2lem25yxVptrq6w=s88-c-k-c0x00ffffff-no-rj","[46, 50, 51]","생물 곤충 사슴벌레 장수풍뎅이 물고기 열대어 어항 해수어 파충류 레게 채집 탐어 사냥 낚시 사육 애완동물 반려동물 동물","https://yt3.googleusercontent.com/NjOLqzYVDYzExh0tFoMDNluv0FtvVkMdHUUxyC7--FyzePIcsyVrjAVnB0huncKn7WdUpyuajoY","UUgsgpELbaTiGjCHIjHVF8uQ","360443163","680000","560","13558643","85815","9364","silver","0.7","66.46","451954","2860","312","1:158","1:1448","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/c0ae15f1-4204-4ed6-1af2-f762f9826500/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/9c42278d-eb49-4ddc-a412-2e1d0acff600/public"
"UC9a4bq1AkcTG9smpUuQHIOg","SIMI TV","햄스터와 그 집사의 크리에이러한 이야기를 담은 채널

비지니스 문의 : contact@lamstudio.co.kr

The business inquiry email  : contact@lamstudio.co.kr","@simitv1","2013-07-22 04:28:28","https://yt3.ggpht.com/ytc/AGIKgqMkTiDbah6dTMBhqwrn7D1-OHi5hSANax8yuZQOqg=s88-c-k-c0x00ffffff-no-rj","[46, 50]","hamster cardboard 햄스터 making Miniature ""hamster maze"" maze ""how to make"" labyrinth ""diy hamster maze"" ""funny hamsters"" ""hamster obstacle course"" ""major hamster"" ""hamster video"" ""funny hamster"" ""hamster labyrinth"" ""diy hamster"" DIY simitv simi ""miniature cooking"" ""hamster house"" ""creative idea""","https://yt3.googleusercontent.com/q2bmCZJjeWloxku0oLCjuooLIzW6TgJqANqkCSqhiUUCSnmc7AYFzbjWJqkp36M0oaRbkFsNoA","UU9a4bq1AkcTG9smpUuQHIOg","92293747","662000","171","1144748","29275","2278","silver","2.76","5.76","38158","975","75","1:39","1:508","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/32ed4c99-a0dd-4de5-f66d-6e590eeb7700/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/9d3bdcf4-db00-482c-589d-20185407d700/public"
"UCtL3Shbh4_Anest60zKFfYg","Golden Retriever - Dog Awesome","The Golden Retriever is a sturdy, muscular dog of medium size, famous for the dense, lustrous coat of gold that gives the breed its name. The broad head, with its friendly and intelligent eyes, short ears, and straight muzzle, is a breed hallmark. In motion, Goldens move with a smooth, powerful gait, and the feathery tail is carried, as breed fanciers say, with a 'merry action.'

The Golden Retriever, an exuberant Scottish gundog of great beauty, stands among America's most popular dog breeds. They are serious workers at hunting and field work, as guides for the blind, and in search-and-rescue, enjoy obedience and other competitive events, and have an endearing love of life when not at work.","@goldenretrieverdogawesome","2018-12-09 03:06:47","https://yt3.ggpht.com/sW20BI7bqwnBOmzNxNa7LZRTJRQRPSuscRak7kVHnx1CKDA3CbAwM9ggbn6M2H6PsQ5sUrDfsQ=s88-c-k-c0x00ffffff-no-rj","[46, 51]","""Funny dog"" Dog ""Clever dog"" Labrador ""मज़ेदार कुत्ता"" ""Anjing lucu"" ""Chien drôle"" ""Lustiger Hund"" ""Забавная собака"" ""Nakakatawang aso"" สุนัขตลก ""골든 리트리버""","","UUtL3Shbh4_Anest60zKFfYg","355407589","665000","710","38769248","680179","4693","silver","1.77","194.33","1292308","22672","156","1:57","1:8284","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/89e0a739-3571-4333-5073-c28982e8be00/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/76ea1097-444a-433a-0a65-cb339edb6a00/public"
"UCETBLykCDpfP6L0awBd7Vwg","Arirang은 고양이들내가 주인","혹시 개인적인 문의사항이 있으시면
aricat2488@gmail.com 이쪽으로 메일 주시면 가끔 아리가 메일을 열어봅니다.","@arirang3","2012-01-12 08:59:51","https://yt3.ggpht.com/ytc/AGIKgqMXI6XiLK4EEKjQHdutd6DC8aiCB2j3vgWyC4cYBA=s88-c-k-c0x00ffffff-no-rj","[46, 51]","","https://yt3.googleusercontent.com/44IsXKUn2_FPy7YDkCwkXojDtr3OzJHq0gTTSjni_v4MKwlJe1cHUuwluLkNPv7uHh_qphJI4g","UUETBLykCDpfP6L0awBd7Vwg","284412683","639000","570","13492041","299676","7557","silver","2.28","70.38","449734","9989","251","1:45","1:1791","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/e809d23f-1ced-4d8d-366e-00851a264400/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/6725b362-c166-4057-8012-782721820a00/public"
"UCBbT9lgavJ44vNs0Vb_hlqA","코니tv conitv","코니와 친구들 그리고 엄마
코니와 아기 고양이들
함께하는 힐링 프로젝트
기분이 좋아지는 영상을 만들고 싶어요

Coni, Mom and Cats
We can make some peaceful videos
And do it the amazing Live stream!
I really wanna make you happy :D

Donation to http://https://paypal.me/conifam




광고 및 제휴 문의 
(Ad and Alliance enquiries)
- contact@lamstudio.co.kr

인스타그램(Instagram) 
http://instagram.com/conifam
페이스북(Facebook)      
http://www.facebook.com/conifam
트위터(Twitter)               
http://www.twitter.com/conifam","@conitv","2017-12-29 07:00:22","https://yt3.ggpht.com/ytc/AGIKgqMiaoHhnfMZpuIzwCqSOg1grbJFNJgtBY_rModb=s88-c-k-c0x00ffffff-no-rj","[46, 51]","conitv ""coni cat"" ""rescued kitten"" ""rescued cat"" ""stray cat"" 길고양이 munchikin 먼치킨고양이 ""cat voice"" ""cat meow"" xuni","https://lh3.googleusercontent.com/BSPg9-S9ue2CObCnwJAiv7NKzDkJ1ySaF5Bw-4GzcLlhdAp6VTxNXjQjVSNZoCkOOTO7szCOhw","UUBbT9lgavJ44vNs0Vb_hlqA","138592757","639000","970","156179","11904","1107","silver","8.33","0.81","5205","396","36","1:13","1:144","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/247a3ded-5542-4548-00a0-899ed4056a00/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/b29f778d-0c43-454b-643c-4532cdc35800/public"
